pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,pl_name,pl_tranflag,pl_rvflag,pl_imgflag,pl_astflag,pl_omflag,pl_cbflag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_rads,pl_radserr1,pl_radserr2,pl_radslim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_disc,pl_status,pl_mnum
NN Ser,d,Eclipse Timing Variations,2,2883.5,182.5,-182.5,0,3.43,0.14,-0.14,0,0.19,0.05,-0.05,0,2.3,0.5,-0.5,0,,,,,,,,,,,,,,,,,0,0,15h52m56.13s,238.233871,+12d54m44.7s,12.912411,500,,,0,,,,,57000,,0,0,0.54,,0,0,,,,,,,NN Ser d,0,0,0,0,0,0,2458106,228,-228,0,-111,13,-13,0,,,,,731,158.9,-158.9,0,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0
NY Vir,b,Eclipse Timing Variations,1,2900,,,,3.3,,,,,,,,2.3,0.3,-0.3,0,,,,,,,,,,,,,,,,,0,0,13h38m48.15s,204.700623,-02d01m49.1s,-2.030315,,,,,,,,,,,,,,,,,,,,,,,NY Vir b,0,0,0,0,0,0,,,,,,,,,,,,,730.978,95.345,-95.345,0,,,,,,,,,,,,,,,,,,,,,,,,,2011,3,0
RR Cae,b,Eclipse Timing Variations,1,4343.5,36.5,-36.5,0,5.3,0.6,-0.6,0,0,,,0,,,,,4.2,0.4,-0.4,0,,,,,,,,,17.6,,,-1,0,0,04h21m05.56s,65.273178,-48d39m07.1s,-48.651978,,,,,,,,,,,,,0.44,,0,0,,,,,,,RR Cae b,0,0,0,0,0,0,,,,,,,,,,,,,,,,,1334.8,127.1,-127.1,0,,,,,,,,,,,,,,,,,,,,,2012,3,0
UZ For,b,Eclipse Timing Variations,2,5840,1095,-1095,0,5.9,1.4,-1.4,0,0.04,0.05,-0.05,0,6.3,1.5,-1.5,-1,,,,,,,,,,,,,,,,,0,0,03h35m28.64s,53.869339,-25d44m21.8s,-25.739395,,,,,,,,,,,,,0.7,,0,0,,,,,,,UZ For b,0,0,0,0,0,0,,,,,,,,,,,,,2002.2,476.7,-476.7,-1,,,,,,,,,,,,,,,,,,,,,,,,,2011,3,0
UZ For,c,Eclipse Timing Variations,2,1916.25,91.25,-91.25,0,2.8,0.5,-0.5,0,0.05,0.05,-0.05,0,7.7,1.2,-1.2,-1,,,,,,,,,,,,,,,,,0,0,03h35m28.64s,53.869339,-25d44m21.8s,-25.739395,,,,,,,,,,,,,0.7,,0,0,,,,,,,UZ For c,0,0,0,0,0,0,,,,,,,,,,,,,2447.2,381.4,-381.4,-1,,,,,,,,,,,,,,,,,,,,,,,,,2011,3,0
alf Ari,b,Radial Velocity,1,380.8,0.3,-0.3,0,1.2,,,0,0.25,0.03,-0.03,0,,,,,1.8,0.2,-0.2,0,,,,,,,,,,,,,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0,2,,0,0,4553,15,0,,1.5,0.2,0,,13.9,0.3,0,,HD 12929,HIP 9884,alf Ari b,0,1,0,0,0,0,2451213.52,7.36,-7.36,0,89.16,6.84,-6.84,0,,,,,,,,,572.07,63.563,-63.563,0,,,,,,,,,,,,,,,,,,,,,2010,3,0
alf Cen B,b,Radial Velocity,1,3.2357,0.0008,-0.0008,0,0.04,,,0,0,,,0,,,,,0.0036,0.0003,-0.0003,0,,,,,,,,,,,,,0,0,14h39m35.08s,219.896164,-60d50m13.8s,-60.837154,1.35,0,0,0,1.34,,0,0,5214,33,0,1,0.93,0.01,-1,1,0.86,,0,1,HD 128621,HIP 71681,alf Cen B b,0,1,0,0,0,0,,,,,,,,,,,,,,,,,1.13,0.09,-0.09,0,,,,,,,,,,,,,,,,,,,,,2012,3,0
bet Cnc,b,Radial Velocity,1,605.2,4,-4,0,1.7,0.1,-0.1,0,0.08,0.02,-0.02,0,,,,,7.8,0.8,-0.8,0,,,,,,,,,,,,,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,89.05,7.08,-8.42,0,3.53,,0,0,4092.1,17.5,0,0,1.7,0.1,0,0,47.2,1.3,0,0,HD 69267,HIP 40526,bet Cnc b,0,1,0,0,0,0,2453229.8,9.8,-9.8,0,58.9,5.9,-5.9,0,,,,,,,,,2479,254.3,-254.3,0,,,,,,,,,,,,,,,,,,,,,2014,3,0
bet Pic,b,Imaging,1,7482.5,1058.5,-511,0,9.04,0.82,-0.41,0,0.06,0.07,-0.04,0,,,,,,,,,,,,,,,,,90.69,0.68,-0.68,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.28,0.19,-0.19,0,3.85,,0,0,,,,,,,,,,,,,HD 39060,HIP 27321,bet Pic b,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2008,3,0
bet UMi,b,Radial Velocity,1,522.3,2.7,-2.7,0,1.4,0.1,-0.1,0,0.19,0.02,-0.02,0,,,,,6.1,1,-1,0,,,,,,,,,,,,,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0,2.08,,0,0,4126,25,0,0,1.4,0.2,0,0,38.3,1.1,0,0,HD 131873,HIP 72607,bet UMi b,0,1,0,0,0,0,2453175.3,4.6,-4.6,0,307.4,2.8,-2.8,0,,,,,,,,,1938.7,317.8,-317.8,0,,,,,,,,,,,,,,,,,,,,,2014,3,0
eps Eri,b,Radial Velocity,1,2502,10,-10,0,3.39,0.36,-0.36,0,0.702,0.039,-0.039,0,,,,,1.55,0.24,-0.24,0,,,,,,,,,30.1,3.8,-3.8,0,0,0,03h32m55.84s,53.232685,-09d27m29.7s,-9.458262,3.22,0.01,-0.01,0,3.73,,0,1,,,,,0.83,0.05,0,,,,,,HD 22049,HIP 16537,eps Eri b,0,1,0,0,0,0,2454207,7,-7,0,47,3,-3,0,,,,,,,,,492.616,76.276,-76.276,0,,,,,,,,,,,,,,,,,,,,,2000,3,0
eps CrB,b,Radial Velocity,1,417.9,0.5,-0.5,0,1.3,,,0,0.11,0.03,-0.03,0,6.7,0.3,-0.3,0,,,,,,,,,,,,,,,,,0,0,15h57m35.25s,239.396881,+26d52m40.4s,26.87788,70.42,3.31,-3.65,0,4.15,,0,1,4406,15,0,0,1.7,0.1,0,0,21,,0,0,HD 143107,HIP 78159,eps CrB b,0,1,0,0,0,0,2451235.3,39.7,-39.7,0,133.1,33.3,-33.3,0,,,,,2129.371,95.345,-95.345,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
eps Tau,b,Radial Velocity,1,594.9,5.3,-5.3,0,1.93,0.03,-0.03,0,0.151,0.023,-0.023,0,,,,,7.6,0.2,-0.2,0,,,,,,,,,,,,,0,0,04h28m37.00s,67.154167,+19d10m49.6s,19.180431,47.53,1.78,-1.93,0,3.54,,0,0,4901,20,0,,2.7,0.1,0,,13.7,0.6,0,,HD 28305,HIP 20889,eps Tau b,0,1,0,0,0,0,2452879,12,-12,0,94.4,7.4,-7.4,0,,,,,,,,,2415.406,63.563,-63.563,0,,,,,,,,,,,,,,,,,,,,,2006,3,0
gam 1 Leo,b,Radial Velocity,1,428.5,1.25,-1.25,0,1.19,0.02,-0.02,0,0.144,0.046,-0.046,0,,,,,8.78,1,-1,0,,,,,,,,,,,,,0,0,10h19m58.36s,154.993149,+19d50m29.4s,19.841488,38.52,1.19,-1.27,0,1.98,,0,1,4330,15,0,,1.23,0.21,0,,31.88,1.61,0,,HD 89484,HIP 50583 A,gam 1 Leo b,0,1,0,0,0,0,2451236,13.5,-13.5,0,206.7,9.2,-9.2,0,,,,,,,,,2790.43,317.817,-317.817,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
gam Cep,b,Radial Velocity,1,903.3,1.5,-1.5,0,2.05,0.06,-0.06,0,0.049,0.034,-0.034,0,,,,,1.85,0.16,-0.16,0,,,,,,,,,,,,,0,0,23h39m20.85s,354.836884,+77d37m56.2s,77.632278,13.79,0.1,-0.1,0,3.21,,0,0,4888,,0,,1.4,0.12,0,,4.9,,0,,HD 222404,HIP 116727,gam Cep b,0,1,0,0,0,0,2453227,87,-87,0,94.6,34.6,-34.6,0,,,,,,,,,587.961,50.851,-50.851,0,,,,,,,,,,,,,,,,,,,,,2003,3,0
kap CrB,b,Radial Velocity,1,1251,15,-15,0,2.6,,,0,0.073,0.049,-0.049,0,1.6,,,0,,,,,,,,,,,,,,,,,0,0,15h51m13.93s,237.808044,+35d39m26.6s,35.657383,31.12,0.58,-0.6,0,4.82,,0,0,4877,25,0,,1.51,0.19,0,,5,0.2,0,,HD 142091,HIP 77655,kap CrB b,0,1,0,0,0,0,2451860,180,-180,0,210,51,-51,0,,,,,508.507,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2007,3,0
kap And,b,Imaging,1,,,,,55,2,-2,0,,,,,13.616,23.042,-1.047,0,,,,,,,,,,,,,,,,,0,0,23h40m24.51s,355.102112,+44d20m02.2s,44.333931,52.03,1.7,-1.82,0,4.14,,0,0,10900,300,0,0,2.6,0.2,0,0,,,,,HD 222439,HIP 116805,kap And b,0,0,1,0,0,0,,,,,,,,,1900,100,-200,0,4327.36,7323.224,-332.874,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
mu Leo,b,Radial Velocity,1,357.8,1.2,-1.2,0,1.1,0.1,-0.1,0,0.09,0.06,-0.06,0,,,,,2.4,0.4,-0.4,0,,,,,,,,,,,,,0,0,09h52m45.82s,148.190903,+26d00m25.0s,26.006952,40.78,1.4,-1.5,0,3.88,,0,0,4538.2,27.5,0,0,1.5,0.1,0,0,11.4,0.2,0,0,HD 85503,HIP 48455,mu Leo b,0,1,0,0,0,0,2452921,17.3,-17.3,0,227.1,16,-16,0,,,,,,,,,762.8,127.1,-127.1,0,,,,,,,,,,,,,,,,,,,,,2014,3,0
nu Oph,b,Radial Velocity,2,530.32,0.35,-0.35,0,1.9,,,0,0.1256,0.0065,-0.0065,0,24,,,0,,,,,,,,,,,,,,,,,0,0,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.8,0,3.34,,0,0,4928,25,0,,3.04,0.06,0,,15.1,1.1,0,,HD 163917,HIP 88048,nu Oph b,0,1,0,0,0,0,2452034.2,6.6,-6.6,0,9.6,3.8,-3.8,0,,,,,7627.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
nu Oph,c,Radial Velocity,2,3186,14,-14,0,6.1,,,0,0.165,0.013,-0.013,0,27,,,0,,,,,,,,,,,,,,,,,0,0,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.8,0,3.34,,0,0,4928,25,0,,3.04,0.06,0,,15.1,1.1,0,,HD 163917,HIP 88048,nu Oph c,0,1,0,0,0,0,2453038,38,-38,0,4.6,4.5,-4.5,0,,,,,8581.05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
ome Ser,b,Radial Velocity,1,277.02,0.52,-0.51,0,1.1,,,0,0.106,0.079,-0.069,0,,,,,1.7,,,0,,,,,,,,,,,,,0,0,15h50m17.55s,237.573105,+02d11m47.4s,2.196509,80.64,4.48,-5.05,0,5.23,,0,0,4770,10,0,0,2.17,0.21,0,0,12.3,0.88,0,0,HD 141680,HIP 77578,ome Ser b,0,1,0,0,0,0,2450022,27,-38,0,132,34,-52,0,,,,,,,,,540.3,,,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
omi CrB,b,Radial Velocity,1,187.83,0.54,-0.54,0,0.83,,,0,0.191,0.085,-0.085,0,1.5,,,0,,,,,,,,,,,,,,,,,0,0,15h20m08.56s,230.03566,+29d36m58.4s,29.616209,84.03,4.92,-5.57,0,5.51,,0,0,4749,20,0,,2.13,0.23,0,,10.5,0.7,0,,HD 136512,HIP 75049,omi CrB b,0,1,0,0,0,0,2452211,17,-17,0,79,36,-36,0,,,,,476.725,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
omi UMa,b,Radial Velocity,1,1630,35,-35,0,3.9,,,0,0.13,0.065,-0.065,0,4.1,,,0,,,,,,,,,,,,,,,,,0,0,08h30m15.87s,127.566124,+60d43m05.4s,60.71817,56.31,1.99,-2.14,0,3.36,,0,0,5242,10,0,,3.09,0.07,0,,14.1,1,0,,HD 71369,HIP 41704,omi UMa b,0,1,0,0,0,0,2453400,170,-170,0,58,42,-42,0,,,,,1303.05,,,0,,,,,,,,,,,,,,,,,,,,,,,,,2012,3,0
rho CrB,b,Radial Velocity,1,39.845,,,0,0.22,,,0,0.04,0.15,-0.15,0,,,,,1.04,,,0,,,,,,,,,,,,,0,0,16h01m02.66s,240.261093,+33d18m12.6s,33.303509,17.43,0.21,-0.22,0,5.4,,0,0,,,,,,,,,,,,,HD 143761,HIP 78459,rho CrB b,0,1,0,0,0,0,,,,,311,,,0,,,,,,,,,330.52928,,,0,,,,,,,,,,,,,,,,,,,,,1997,3,0
tau Boo,b,Radial Velocity,1,3.312433,0.000019,-0.000019,0,,,,,0.023,0.015,-0.015,0,5.95,0.28,-0.28,0,,,,,,,,,,,,,44.5,1.5,-1.5,0,0,0,13h47m15.74s,206.815598,+17d27m24.9s,17.456905,15.6,0.17,-0.17,0,4.5,,0,1,,,,,,,,,,,,,HD 120136,HIP 67275,tau Boo b,0,1,0,0,0,0,2455652.108,0.004,-0.004,0,188,,,0,,,,,1891.01,88.99,-88.99,0,,,,,,,,,,,,,,,,,,,,,,,,,1996,3,0
tau Gem,b,Radial Velocity,1,305.5,0.1,-0.1,0,1.17,,,0,0.031,0.009,-0.009,0,,,,,20.6,,,0,,,,,,,,,,,,,0,0,07h11m08.37s,107.784882,+30d14m42.6s,30.245163,92.51,7.62,-9.12,0,4.42,,0,1,4388,25,0,0,2.3,0.3,0,0,26.8,0.7,0,0,HD 54719,HIP 34693,tau Gem b,0,1,0,0,0,0,2453270.7,14.8,-14.8,0,137.4,0.3,-0.3,0,,,,,,,,,6547,,,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
ups And,b,Radial Velocity,4,4.617033,0.000023,-0.000023,0,0.059222,0,0,0,0.0215,0.0007,-0.0007,0,,,,,0.6876,0.0044,-0.0044,0,,,,,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,4.1,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And b,0,1,0,0,0,0,2450005.368,0.049,-0.049,0,324.9,3.8,-3.8,0,,,,,,,,,218.531,1.39839,-1.39839,0,,,,,,,,,,,,,,,,,,,,,1996,3,0
ups And,c,Radial Velocity,4,241.258,0.064,-0.064,0,0.827774,0.000015,-0.000015,0,0.2596,0.0079,-0.0079,0,,,,,1.981,0.019,-0.019,0,,,,,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,4.1,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And c,0,1,0,0,0,0,2450157.78,0.84,-0.84,0,241.7,1.6,-1.6,0,,,,,,,,,629.595,6.03852,-6.03852,0,,,,,,,,,,,,,,,,,,,,,1999,3,0
ups And,d,Radial Velocity,4,1276.46,0.57,-0.57,0,2.51329,0.00075,-0.00075,0,0.2987,0.0072,-0.0072,0,,,,,4.132,0.029,-0.029,0,,,,,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,4.1,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And d,0,1,0,0,0,0,2451347.48,0.48,-0.48,0,258.82,0.43,-0.43,0,,,,,,,,,1313.22,9.21668,-9.21668,0,,,,,,,,,,,,,,,,,,,,,1999,3,0
ups And,e,Radial Velocity,4,3848.86,0.74,-0.74,0,5.24558,0.00067,-0.00067,0,0.00536,0.00044,-0.00044,0,,,,,1.059,0.028,-0.028,0,,,,,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.40546,13.47,0.13,-0.13,0,4.1,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,ups And e,0,1,0,0,0,0,2449535.95,0.76,-0.76,0,7.3,2.3,-2.3,0,,,,,,,,,336.568,8.89887,-8.89887,0,,,,,,,,,,,,,,,,,,,,,2010,3,0
xi Aql,b,Radial Velocity,1,136.75,0.25,-0.25,0,0.68,,,0,0,,,0,,,,,2.8,,,0,,,,,,,,,,,,,0,0,19h54m14.88s,298.562012,+08d27m41.2s,8.461452,62.66,3.73,-4.23,0,4.68,,0,1,,,,,,,,,,,,,HD 188310,HIP 97938,xi Aql b,0,1,0,0,0,0,2453001.7,1.4,-1.4,0,0,,,0,,,,,,,,,890,,,0,,,,,,,,,,,,,,,,,,,,,2007,3,0
Fomalhaut,b,Imaging,1,318280,,,0,115,,,0,0.13,,,-1,2.6,0.9,-0.9,0,,,,,1.2,,,0,,,,,,,,,0,0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,1.16,,0,0,,,,,2,,0,0,,,,,HD 216956,HIP 113368,Fomalhaut b,0,0,1,0,0,0,,,,,,,,,,,,,826.3,286,-286,0,,,,,13.5,,,0,0.123,,,0,,,,,,,,,,,,,2008,3,0
Kapteyn,b,Radial Velocity,2,48.616,0.036,-0.032,0,0.168,0.006,-0.008,0,0.21,0.11,-0.1,0,,,,,0.015,0.003,-0.003,0,,,,,,,,,,,,,0,0,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,3.92,0.01,-0.01,0,8.845,,0,0,3550,50,0,0,0.28,0.01,0,0,0.29,0.03,0,0,HD 33793,HIP 24186,Kapteyn b,0,1,0,0,0,0,,,,,80.4,30.7,-28.9,0,,,,,,,,,4.8,0.9,-1,0,,,,,,,,,,,,,,,,,,,,,2014,3,0
Kapteyn,c,Radial Velocity,2,121.54,0.25,-0.25,0,0.311,0.038,-0.014,0,0.23,0.1,-0.12,0,,,,,0.022,0.004,-0.003,0,,,,,,,,,,,,,0,0,05h11m40.58s,77.91909,-45d01m06.3s,-45.018414,3.92,0.01,-0.01,0,8.845,,0,0,3550,50,0,0,0.28,0.01,0,0,0.29,0.03,0,0,HD 33793,HIP 24186,Kapteyn c,0,1,0,0,0,0,,,,,3.9,28.9,-33.2,0,,,,,,,,,7,1.2,-1,0,,,,,,,,,,,,,,,,,,,,,2014,3,0
1RXS J160929.1-210524,b,Imaging,1,,,,,330,,,0,,,,,8,4,-2,0,,,,,1.664,,,0,,,,,,,,,0,0,16h09m30.30s,242.376266,-21d04m58.9s,-21.083036,145,20,-20,0,,,,,4060,300,0,0,0.85,0.2,0,0,1.35,,0,0,,,1RXS J160929.1-210524 b,0,0,1,0,0,0,,,,,,,,,1800,200,-100,0,2543,1271,-636,0,,,,,18.647,,,0,0.171,,,0,,,,,,,,,,,,,2008,3,0
2MASS J01225093-2439505,b,Imaging,1,,,,,52,6,-6,0,,,,,24.5,2.5,-2.5,0,,,,,,,,,,,,,,,,,0,0,01h22m50.94s,20.712242,-24d39m50.6s,-24.664049,36,4,-4,0,,,,,3530,50,0,0,0.4,0.05,0,0,,,,,,,2MASS J01225093-2439505 b,0,0,1,0,0,0,,,,,,,,,,,,,7786.5,794.5,-794.5,0,,,,,,,,,,,,,,,,,,,,,,,,,2013,3,0
2MASS J04414489+2301513,b,Imaging,1,,,,,15,,,0,,,,,7.5,2.5,-2.5,0,,,,,,,,,,,,,,,,,0,0,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,140,,,0,,,,,,,,,0.02,,0,0,,,,,,,2MASS J04414489+2301513 b,0,0,1,0,0,0,,,,,,,,,,,,,2383.6,794.5,-794.5,0,,,,,,,,,,,,,,,,,,,,,,,,,2010,3,0
2MASS J12073346-3932539,b,Imaging,1,,,,,46,5,-5,0,,,,,4,1,-1,0,,,,,,,,,,,,,,,,,0,0,12h07m33.47s,181.88945,-39d32m54.0s,-39.548332,52.4,1.1,-1.1,0,,,,,,,,,0.02,,0,0,,,,,,,2MASS J12073346-3932539 b,0,0,1,0,0,0,,,,,,,,,1150,150,-150,0,1271,318,-318,0,,,,,,,,,,,,,,,,,,,,,,,,,2004,3,0
2MASS J21402931+1625183 A,b,Imaging,1,7336.5,1934.5,-584,0,,,,,0.26,0.06,-0.06,0,20.95,83.79,-20.95,0,,,,,0.92,0.39,-0.36,0,,,,,46.2,2.5,-8.7,0,0,0,21h40m29.32s,325.122162,+16d25m18.3s,16.421759,25,10,-10,0,,,,,2300,80,0,0,0.08,0.06,0,0,0.12,0.05,0,0,,,2MASS J21402931+1625183 A b,0,1,1,0,0,0,,,,,223,10,-47,0,2075,70,-70,0,6657.48,26629.91,-6657.48,0,,,,,10.31,4.37,-4.04,0,0.09,0.04,-0.04,0,,,,,,,,,,,,,2009,3,0
BD-17 63,b,Radial Velocity,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,,,,,,,,,,,,,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,9.566,0.024,0,0,4714,93,0,0,0.74,0.03,0,0,0.69,,0,0,,HIP 2247,BD-17 63 b,0,1,0,0,0,0,2454627.1,1.5,-1.5,0,112.2,1.9,-1.9,0,,,,,,,,,1620.9,38.14,-38.14,0,,,,,,,,,,,,,,,,,,,,,2008,3,0
BD-13 2130,b,Radial Velocity,1,714.3,5.3,-5.3,0,2.1,,,0,0.21,0.07,-0.07,0,,,,,10.6,,,0,,,,,,,,,,,,,0,0,07h37m09.24s,114.288492,-13d54m24.0s,-13.906663,,,,,9.767,0.018,0,0,,,,,,,,,,,,,,,BD-13 2130 b,0,1,0,0,0,0,2453213,21,-21,0,18,10,-10,0,,,,,,,,,3368.85608,,,0,,,,,,,,,,,,,,,,,,,,,2007,3,0
BD-10 3166,b,Radial Velocity,1,3.48777,0.00011,-0.00011,0,0.0452,0.0026,-0.0026,0,0.019,0.023,-0.023,0,0.458,0.039,-0.039,0,,,,,,,,,,,,,,,,,0,0,10h58m28.78s,164.619936,-10d46m13.3s,-10.770373,80,10,-10,0,10.08,,0,0,5393,,0,0,1.01,,,0,,,,,,,BD-10 3166 b,0,1,0,0,0,0,2451171.22,0.69,-0.69,0,334,,,0,,,,,145.56,12.395,-12.395,0,,,,,,,,,,,,,,,,,,,,,,,,,2000,3,0
BD-08 2823,b,Radial Velocity,2,5.6,0.02,-0.02,0,0.056,0.002,-0.002,0,0.15,0.15,-0.15,0,,,,,0.045,0.007,-0.007,0,,,,,,,,,,,,,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0,9.88,0.043,0,0,4746,63,0,0,0.74,0.07,0,0,,,,,,HIP 49067,BD-08 2823 b,0,1,0,0,0,0,2454637.7,1.6,-1.6,0,30,100,-100,0,,,,,,,,,14.4,2.1,-2.1,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
BD-08 2823,c,Radial Velocity,2,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,0.19,0.09,-0.09,0,,,,,0.33,0.03,-0.03,0,,,,,,,,,,,,,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,42.09,2.67,-3.06,0,9.88,0.043,0,0,4746,63,0,0,0.74,0.07,0,0,,,,,,HIP 49067,BD-08 2823 c,0,1,0,0,0,0,2454193,13,-13,0,-233,21,-21,0,,,,,,,,,104,10,-10,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
BD-06 1339,b,Radial Velocity,2,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,0,,,0,,,,,0.027,0.004,-0.004,0,,,,,,,,,,,,,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0,9.7,0.009,0,0,4324,100,0,0,0.7,,0,0,,,,,,HIP 27803,BD-06 1339 b,0,1,0,0,0,0,2455220.5,0.1,-0.1,0,0,,,0,,,,,,,,,8.5,1.3,-1.3,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
BD-06 1339,c,Radial Velocity,2,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,0.31,0.11,-0.11,0,,,,,0.17,0.03,-0.03,0,,,,,,,,,,,,,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.1,0.65,-0.69,0,9.7,0.009,0,0,4324,100,0,0,0.7,,0,0,,,,,,HIP 27803,BD-06 1339 c,0,1,0,0,0,0,2455265.2,17.6,-17.6,0,41,55,-55,0,,,,,,,,,53,8,-8,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
BD+14 4559,b,Radial Velocity,1,268.94,0.99,-0.99,0,0.777,,,0,0.29,0.03,-0.03,0,,,,,1.47,,,0,,,,,,,,,,,,,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0,9.63,0.012,0,0,5008,20,0,0,0.86,0.15,0,0,0.95,0.2,0,0,,HIP 104780,BD+14 4559 b,0,1,0,0,0,0,2453293.71,6.35,-6.35,0,87.64,7.87,-7.87,0,,,,,,,,,467.19,,,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
BD+15 2940,b,Radial Velocity,1,137.48,0.34,-0.34,0,0.539,,,0,0.26,0.1,-0.1,0,,,,,1.11,,,0,,,,,,,,,,,,,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,175.44,,,-1,9.046,0.021,0,0,4796,117,0,0,1.1,0.2,0,0,14.7,2.8,0,0,,HIP 78407,BD+15 2940 b,0,1,0,0,0,0,2453464,16,-16,0,302,33,-33,0,,,,,,,,,352.78,,,0,,,,,,,,,,,,,,,,,,,,,2013,3,0
BD+20 2457,b,Radial Velocity,2,379.63,2.01,-2.01,0,1.45,,,0,0.15,0.03,-0.03,0,,,,,21.42,,,0,,,,,,,,,,,,,0,0,10h16m44.86s,154.186905,+19d53m29.1s,19.891409,,,,,,,,,4137,10,0,0,2.8,1.5,0,0,49,26,0,0,,,BD+20 2457 b,0,1,0,0,0,0,2454677.03,28.19,-28.19,0,207.64,21.99,-21.99,0,,,,,,,,,6807.63,,,0,,,,,,,,,,,,,,,,,,,,,2009,3,0
